annotator,metaphor,FAMILIARITY_synthetic,MEANINGFULNESS_synthetic,DIFFICULTY_synthetic
1,Al giorno d'oggi i passatempi sono oasi dal lavoro e dalla frenesia del quotidiano.,4,5,1
1,Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.,4,5,2
1,In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.,4,5,2
1,Anche dopo molti anni i rimproveri dei genitori sono tatuaggi nella memoria.,4,5,2
1,Per gli animi sensibili le poesie sono sorrisi per il cuore.,4,5,2
1,I malati di artrosi dicono che le fitte sono coltelli nella carne.,4,5,2
1,Specialmente in filosofia certe teorie sono palazzi dalle fragili fondamenta.,4,5,2
1,Specialmente in America certe università sono portaerei che trasportano talenti.,4,5,2
1,Tutti sanno che le amicizie sono alberi che crescono con il tempo.,4,5,1
1,Se non curati con farmaci specifici certi malditesta sono trapani continui.,4,2,4
1,Nei paesi in via di sviluppo le economie sono bombe ad orologeria.,4,5,2
1,Nella memoria dei popoli le stragi sono cicatrici indelebili.,5,5,1
1,In certi momenti gli occhi sono oceani di profondità infinita.,4,5,2
1,Se negative certe amicizie sono virus che infettano il carattere dei giovani.,4,5,2
1,Nelle patologie psichiatriche le ossessioni sono gabbie che imprigionano.,4,5,2
1,Per alcune persone certi profumi sono chiavi per la porta della memoria.,4,5,2
1,Spesso nella vita le delusioni sono zavorre molto pesanti.,4,5,1
1,Nel mondo dello spettacolo certe conoscenze sono ascensori per il successo.,4,5,1
1,Per i soggetti depressi le crisi sono tunnel senza fine.,4,5,2
1,Nella vita le paure sono nodi che impediscono di andare avanti.,4,5,1
1,Nei momenti difficili le speranze sono stelle che illuminano l'anima.,4,5,1
1,Nelle società multietniche le lingue sono ponti tra le persone.,5,5,1
1,Nel caso di alcuni autori certi romanzi sono mappe che aiutano ad orientarsi nella vita.,4,5,1
1,Specialmente nelle relazioni sentimentali i torti sono crepe nell'anima.,4,5,2
1,Nel corso della vita le emozioni sono fulmini che sconvolgono la routine.,4,5,2
1,Quando c'è diffidenza i segreti sono muri tra le persone.,5,5,1
1,In politica e nel commercio certi discorsi sono fiumi che travolgono.,4,5,2
1,Nella società umana i rapporti sono corde che ci legano agli altri.,4,5,1
1,Senza il perdono i rancori sono tarli che divorano l'anima.,4,5,1
1,Negli animi fragili le tentazioni sono reti molto pericolose.,4,5,2
2,Dopo una cena a base di aglio gli aliti sono fogne insopportabili.,4,5,1
2,Nei processi importanti certi avvocati sono squali senza scrupoli.,4,5,1
2,Secondo l'opinione del generale quegli eserciti sono dighe insormontabili.,4,5,2
2,Quando il tempo stringe gli oratori sono treni ad altà velocità.,1,2,4
2,Nell'arrampicata ad alta quota gli scalatori sono scoiattoli molto agili.,2,4,3
2,A volte nell'educazione degli adolescenti gli schiaffi sono medicine efficaci.,2,4,4
2,Specialmente per le coste italiane gli uragani sono carrarmati devastanti.,1,1,5
2,Davanti ad una punizione certi bambini sono fontane inarrestabili.,4,5,2
2,Nel mondo della speculazione finanziaria i banchieri sono vampiri sempre assetati.,4,5,2
2,Nell'utilizzo di rasoi taglienti i barbieri sono chirurghi altamente specializzati.,1,2,4
2,Negli ambienti di lavoro spesso i colleghi sono zecche fastidiose.,4,4,2
2,All'occhio di un investigatore alle prime armi certi delitti sono rebus insolubili.,4,5,2
2,Alle finali olimpioniche di atletica i ginnasti sono grilli agilissimi.,1,1,5
2,In certi sport americani i giocatori sono elefanti dalla mole imponente.,1,2,4
2,Durante gli scandali nazionali i giornalisti sono avvoltoi senza morale.,4,5,2
2,Nella formazione culturale di ogni persona certi libri sono bussole di grande utilità.,4,5,1
2,Nell'educazione dei giovani certi maestri sono lanterne che illuminano la via.,4,5,1
2,Nelle campagne elettorali certi politici sono calamite per i voti.,4,5,1
2,Nei condomini del centro i portinai sono archivi pronti a spettegolare.,4,5,2
2,Specialmente per le materie umanistiche certi professori sono enciclopedie zeppe di conoscenze.,4,5,1
2,Dopo un grave lutto certi ricordi sono spine dolorose.,4,5,1
2,Nel combattimento corpo a corpo certi soldati sono leoni senza paura.,4,5,1
2,Dopo un anno di duro lavoro i viaggi sono terapie di sicura efficacia.,4,5,1
2,Secondo la giornalista di moda quelle acconciature sono cespugli incolti.,4,5,1
2,Durante la gara di formula uno le automobili sono frecce velocissime.,5,5,1
2,Alla prima dello spettacolo le ballerine sono farfalle molto aggraziate.,4,4,2
2,Per le ricerche di letteratura certe biblioteche sono miniere ricche di informazioni.,5,5,1
2,Per i faccendieri del tribunale le borse sono macigni traboccanti di documenti.,3,4,2
2,Per gli adolescenti amanti del rock certe canzoni sono droghe ipnotiche.,4,5,2
2,Per i bambini maltrattati le carezze sono balsami che curano il trauma.,4,5,2
2,Nell'ora del rientro dal lavoro le città sono giungle caotiche.,4,5,2
2,Nelle poesie dei poeti romantici le fanciulle sono rose delicate.,4,5,1
2,Quando si suda per la tensione le giacche sono forni di calore.,4,5,2
2,Nei bambini appena nati le guance sono pesche liscissime.,4,5,1
2,Alle sfilate di alta moda le indossatrici sono bambole di incantevole bellezza.,4,5,1
2,Con certi insegnanti dell'università le lezioni in classe sono sonniferi potentissimi.,4,5,1
2,Specialmente nei paesi del terzo mondo certe malattie sono cecchini senza pietà.,4,5,2
2,Per i distubi del sonno certe melodie sono camomille rilassanti.,4,5,1
2,Nelle situazioni di crisi economica certe notizie sono terremoti destabilizzanti.,4,5,2
2,Le tasche delle giacche dei nonni sono banche zeppe di monete.,1,2,4
2,Ai matrimoni tradizionali le torte sono montagne di panna e praline.,4,5,1
2,Specialmente nel genere femminile certe voci sono trombe squillanti e fastidiose.,4,4,2
2,Soprattutto nelle culture tradizionali i matrimoni sono querce dalle radici solide.,1,2,4
2,Per molti anziani i figli sono stampelle che sostengono nella vecchiaia.,4,5,1
2,Dopo un temporale le nuvole sono perle di infiniti riflessi.,2,4,4
2,Nelle scelte di vita i dubbi sono ombre che offuscano la via.,4,5,2
2,Nei momenti di sconforto i sogni sono ali per viaggiare lontano.,4,5,2
2,Negli indecisi le opinioni sono pendoli che vanno di qua e di là.,4,5,2
2,Quando si toccano argomenti delicati le parole sono pietre che pesano sull'animo.,4,5,2
2,Nelle persone creative le menti sono vulcani di idee e progetti.,4,5,2
2,Al giorno d'oggi i passatempi sono oasi dal lavoro e dalla frenesia del quotidiano.,4,5,1
2,Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.,4,5,2
2,In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.,4,5,2
2,Anche dopo molti anni i rimproveri dei genitori sono tatuaggi nella memoria.,4,5,2
2,Per gli animi sensibili le poesie sono sorrisi per il cuore.,4,5,1
2,I malati di artrosi dicono che le fitte sono coltelli nella carne.,4,5,2
2,Specialmente in filosofia certe teorie sono palazzi dalle fragili fondamenta.,4,5,2
2,Specialmente in America certe università sono portaerei che trasportano talenti.,4,5,2
2,Tutti sanno che le amicizie sono alberi che crescono con il tempo.,4,5,1
2,Se non curati con farmaci specifici certi malditesta sono trapani continui.,4,5,2
2,Nei paesi in via di sviluppo le economie sono bombe ad orologeria.,4,5,2
2,Nella memoria dei popoli le stragi sono cicatrici indelebili.,4,5,1
2,In certi momenti gli occhi sono oceani di profondità infinita.,4,5,2
2,Se negative certe amicizie sono virus che infettano il carattere dei giovani.,4,5,2
2,Nelle patologie psichiatriche le ossessioni sono gabbie che imprigionano.,4,5,2
2,Per alcune persone certi profumi sono chiavi per la porta della memoria.,4,5,2
2,Spesso nella vita le delusioni sono zavorre molto pesanti.,4,5,2
2,Nel mondo dello spettacolo certe conoscenze sono ascensori per il successo.,4,5,1
2,Per i soggetti depressi le crisi sono tunnel senza fine.,4,5,2
2,Nella vita le paure sono nodi che impediscono di andare avanti.,4,5,1
2,Nei momenti difficili le speranze sono stelle che illuminano l'anima.,4,5,1
2,Nelle società multietniche le lingue sono ponti tra le persone.,5,5,1
2,Nel caso di alcuni autori certi romanzi sono mappe che aiutano ad orientarsi nella vita.,4,5,1
2,Specialmente nelle relazioni sentimentali i torti sono crepe nell'anima.,4,5,2
2,Nel corso della vita le emozioni sono fulmini che sconvolgono la routine.,4,5,2
2,Quando c'è diffidenza i segreti sono muri tra le persone.,4,5,1
2,In politica e nel commercio certi discorsi sono fiumi che travolgono.,4,5,2
2,Nella società umana i rapporti sono corde che ci legano agli altri.,4,5,1
2,Senza il perdono i rancori sono tarli che divorano l'anima.,4,5,2
2,Negli animi fragili le tentazioni sono reti molto pericolose.,4,5,2
3,Dopo una cena a base di aglio gli aliti sono fogne insopportabili.,4,5,1
3,Nei processi importanti certi avvocati sono squali senza scrupoli.,4,5,1
3,Secondo l'opinione del generale quegli eserciti sono dighe insormontabili.,4,5,2
3,Quando il tempo stringe gli oratori sono treni ad altà velocità.,1,2,4
3,Nell'arrampicata ad alta quota gli scalatori sono scoiattoli molto agili.,2,2,4
3,A volte nell'educazione degli adolescenti gli schiaffi sono medicine efficaci.,2,4,4
3,Specialmente per le coste italiane gli uragani sono carrarmati devastanti.,1,1,5
3,Davanti ad una punizione certi bambini sono fontane inarrestabili.,4,5,2
3,Nel mondo della speculazione finanziaria i banchieri sono vampiri sempre assetati.,4,5,2
3,Nell'utilizzo di rasoi taglienti i barbieri sono chirurghi altamente specializzati.,1,2,4
3,Negli ambienti di lavoro spesso i colleghi sono zecche fastidiose.,4,5,1
3,All'occhio di un investigatore alle prime armi certi delitti sono rebus insolubili.,4,5,2
3,Alle finali olimpioniche di atletica i ginnasti sono grilli agilissimi.,1,1,4
3,In certi sport americani i giocatori sono elefanti dalla mole imponente.,1,2,4
3,Durante gli scandali nazionali i giornalisti sono avvoltoi senza morale.,4,5,2
3,Nella formazione culturale di ogni persona certi libri sono bussole di grande utilità.,4,5,1
3,Nell'educazione dei giovani certi maestri sono lanterne che illuminano la via.,4,5,1
3,Nelle campagne elettorali certi politici sono calamite per i voti.,4,5,1
3,Nei condomini del centro i portinai sono archivi pronti a spettegolare.,4,5,2
3,Specialmente per le materie umanistiche certi professori sono enciclopedie zeppe di conoscenze.,4,5,1
3,Dopo un grave lutto certi ricordi sono spine dolorose.,4,5,1
3,Nel combattimento corpo a corpo certi soldati sono leoni senza paura.,4,5,1
3,Dopo un anno di duro lavoro i viaggi sono terapie di sicura efficacia.,5,5,1
3,Secondo la giornalista di moda quelle acconciature sono cespugli incolti.,4,4,2
3,Durante la gara di formula uno le automobili sono frecce velocissime.,5,5,1
3,Alla prima dello spettacolo le ballerine sono farfalle molto aggraziate.,4,5,1
3,Per le ricerche di letteratura certe biblioteche sono miniere ricche di informazioni.,5,5,1
3,Per i faccendieri del tribunale le borse sono macigni traboccanti di documenti.,1,2,4
3,Per gli adolescenti amanti del rock certe canzoni sono droghe ipnotiche.,4,5,2
3,Per i bambini maltrattati le carezze sono balsami che curano il trauma.,4,5,2
3,Nell'ora del rientro dal lavoro le città sono giungle caotiche.,4,5,2
3,Nelle poesie dei poeti romantici le fanciulle sono rose delicate.,4,5,1
3,Quando si suda per la tensione le giacche sono forni di calore.,3,4,2
3,Nei bambini appena nati le guance sono pesche liscissime.,5,5,1
3,Alle sfilate di alta moda le indossatrici sono bambole di incantevole bellezza.,4,5,1
3,Con certi insegnanti dell'università le lezioni in classe sono sonniferi potentissimi.,4,5,1
3,Specialmente nei paesi del terzo mondo certe malattie sono cecchini senza pietà.,4,5,2
3,Per i distubi del sonno certe melodie sono camomille rilassanti.,4,5,1
3,Nelle situazioni di crisi economica certe notizie sono terremoti destabilizzanti.,4,5,2
3,Le tasche delle giacche dei nonni sono banche zeppe di monete.,1,1,5
3,Ai matrimoni tradizionali le torte sono montagne di panna e praline.,4,5,1
3,Specialmente nel genere femminile certe voci sono trombe squillanti e fastidiose.,4,4,2
3,Soprattutto nelle culture tradizionali i matrimoni sono querce dalle radici solide.,1,2,4
3,Per molti anziani i figli sono stampelle che sostengono nella vecchiaia.,4,5,1
3,Dopo un temporale le nuvole sono perle di infiniti riflessi.,2,4,4
3,Nelle scelte di vita i dubbi sono ombre che offuscano la via.,4,5,2
3,Nei momenti di sconforto i sogni sono ali per viaggiare lontano.,4,5,2
3,Negli indecisi le opinioni sono pendoli che vanno di qua e di là.,4,5,2
3,Quando si toccano argomenti delicati le parole sono pietre che pesano sull'animo.,4,5,2
3,Nelle persone creative le menti sono vulcani di idee e progetti.,4,5,2
3,Al giorno d'oggi i passatempi sono oasi dal lavoro e dalla frenesia del quotidiano.,4,5,1
3,Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.,4,5,2
3,In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.,4,5,2
3,Anche dopo molti anni i rimproveri dei genitori sono tatuaggi nella memoria.,4,5,2
3,Per gli animi sensibili le poesie sono sorrisi per il cuore.,4,5,2
3,I malati di artrosi dicono che le fitte sono coltelli nella carne.,4,5,2
3,Specialmente in filosofia certe teorie sono palazzi dalle fragili fondamenta.,4,5,2
3,Specialmente in America certe università sono portaerei che trasportano talenti.,4,5,2
3,Tutti sanno che le amicizie sono alberi che crescono con il tempo.,4,5,1
3,Se non curati con farmaci specifici certi malditesta sono trapani continui.,3,2,4
3,Nei paesi in via di sviluppo le economie sono bombe ad orologeria.,4,5,2
3,Nella memoria dei popoli le stragi sono cicatrici indelebili.,5,5,1
3,In certi momenti gli occhi sono oceani di profondità infinita.,4,5,2
3,Se negative certe amicizie sono virus che infettano il carattere dei giovani.,4,5,2
3,Nelle patologie psichiatriche le ossessioni sono gabbie che imprigionano.,4,5,2
3,Per alcune persone certi profumi sono chiavi per la porta della memoria.,4,5,2
3,Spesso nella vita le delusioni sono zavorre molto pesanti.,4,5,1
3,Nel mondo dello spettacolo certe conoscenze sono ascensori per il successo.,4,5,1
3,Per i soggetti depressi le crisi sono tunnel senza fine.,4,5,2
3,Nella vita le paure sono nodi che impediscono di andare avanti.,4,5,1
3,Nei momenti difficili le speranze sono stelle che illuminano l'anima.,4,5,1
3,Nelle società multietniche le lingue sono ponti tra le persone.,5,5,1
3,Nel caso di alcuni autori certi romanzi sono mappe che aiutano ad orientarsi nella vita.,4,5,2
3,Specialmente nelle relazioni sentimentali i torti sono crepe nell'anima.,4,5,2
3,Nel corso della vita le emozioni sono fulmini che sconvolgono la routine.,4,5,2
3,Quando c'è diffidenza i segreti sono muri tra le persone.,4,5,2
3,In politica e nel commercio certi discorsi sono fiumi che travolgono.,4,5,2
3,Nella società umana i rapporti sono corde che ci legano agli altri.,4,5,1
3,Senza il perdono i rancori sono tarli che divorano l'anima.,4,5,2
3,Negli animi fragili le tentazioni sono reti molto pericolose.,4,5,2
4,Dopo una cena a base di aglio gli aliti sono fogne insopportabili.,4,5,1
4,Nei processi importanti certi avvocati sono squali senza scrupoli.,4,5,1
4,Secondo l'opinione del generale quegli eserciti sono dighe insormontabili.,4,5,2
4,Quando il tempo stringe gli oratori sono treni ad altà velocità.,1,1,5
4,Nell'arrampicata ad alta quota gli scalatori sono scoiattoli molto agili.,3,2,4
4,A volte nell'educazione degli adolescenti gli schiaffi sono medicine efficaci.,2,2,4
4,Specialmente per le coste italiane gli uragani sono carrarmati devastanti.,3,2,4
4,Davanti ad una punizione certi bambini sono fontane inarrestabili.,4,5,2
4,Nel mondo della speculazione finanziaria i banchieri sono vampiri sempre assetati.,4,5,2
4,Nell'utilizzo di rasoi taglienti i barbieri sono chirurghi altamente specializzati.,1,2,4
4,Negli ambienti di lavoro spesso i colleghi sono zecche fastidiose.,4,4,2
4,All'occhio di un investigatore alle prime armi certi delitti sono rebus insolubili.,4,5,2
4,Alle finali olimpioniche di atletica i ginnasti sono grilli agilissimi.,1,1,5
4,In certi sport americani i giocatori sono elefanti dalla mole imponente.,1,1,5
4,Durante gli scandali nazionali i giornalisti sono avvoltoi senza morale.,4,5,2
4,Nella formazione culturale di ogni persona certi libri sono bussole di grande utilità.,5,5,1
4,Nell'educazione dei giovani certi maestri sono lanterne che illuminano la via.,4,5,1
4,Nelle campagne elettorali certi politici sono calamite per i voti.,4,5,1
4,Nei condomini del centro i portinai sono archivi pronti a spettegolare.,4,5,2
4,Specialmente per le materie umanistiche certi professori sono enciclopedie zeppe di conoscenze.,4,5,1
4,Dopo un grave lutto certi ricordi sono spine dolorose.,4,5,1
4,Nel combattimento corpo a corpo certi soldati sono leoni senza paura.,4,5,1
4,Dopo un anno di duro lavoro i viaggi sono terapie di sicura efficacia.,4,5,1
4,Secondo la giornalista di moda quelle acconciature sono cespugli incolti.,4,4,2
4,Durante la gara di formula uno le automobili sono frecce velocissime.,5,5,1
4,Alla prima dello spettacolo le ballerine sono farfalle molto aggraziate.,4,5,1
4,Per le ricerche di letteratura certe biblioteche sono miniere ricche di informazioni.,5,5,1
4,Per i faccendieri del tribunale le borse sono macigni traboccanti di documenti.,1,2,4
4,Per gli adolescenti amanti del rock certe canzoni sono droghe ipnotiche.,4,5,2
4,Per i bambini maltrattati le carezze sono balsami che curano il trauma.,4,5,2
4,Nell'ora del rientro dal lavoro le città sono giungle caotiche.,4,5,2
4,Nelle poesie dei poeti romantici le fanciulle sono rose delicate.,4,5,1
4,Quando si suda per la tensione le giacche sono forni di calore.,4,5,2
4,Nei bambini appena nati le guance sono pesche liscissime.,4,5,1
4,Alle sfilate di alta moda le indossatrici sono bambole di incantevole bellezza.,4,5,1
4,Con certi insegnanti dell'università le lezioni in classe sono sonniferi potentissimi.,4,5,1
4,Specialmente nei paesi del terzo mondo certe malattie sono cecchini senza pietà.,4,5,2
4,Per i distubi del sonno certe melodie sono camomille rilassanti.,4,5,1
4,Nelle situazioni di crisi economica certe notizie sono terremoti destabilizzanti.,4,5,2
4,Le tasche delle giacche dei nonni sono banche zeppe di monete.,1,2,4
4,Ai matrimoni tradizionali le torte sono montagne di panna e praline.,4,5,1
4,Specialmente nel genere femminile certe voci sono trombe squillanti e fastidiose.,4,4,2
4,Soprattutto nelle culture tradizionali i matrimoni sono querce dalle radici solide.,1,2,4
4,Per molti anziani i figli sono stampelle che sostengono nella vecchiaia.,4,5,1
4,Dopo un temporale le nuvole sono perle di infiniti riflessi.,2,4,4
4,Nelle scelte di vita i dubbi sono ombre che offuscano la via.,4,5,2
4,Nei momenti di sconforto i sogni sono ali per viaggiare lontano.,4,5,1
4,Negli indecisi le opinioni sono pendoli che vanno di qua e di là.,4,5,2
4,Quando si toccano argomenti delicati le parole sono pietre che pesano sull'animo.,4,5,2
4,Nelle persone creative le menti sono vulcani di idee e progetti.,4,5,1
4,Al giorno d'oggi i passatempi sono oasi dal lavoro e dalla frenesia del quotidiano.,4,5,1
4,Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.,4,5,2
4,In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.,4,5,2
4,Anche dopo molti anni i rimproveri dei genitori sono tatuaggi nella memoria.,4,5,2
4,Per gli animi sensibili le poesie sono sorrisi per il cuore.,4,5,2
4,I malati di artrosi dicono che le fitte sono coltelli nella carne.,4,5,2
4,Specialmente in filosofia certe teorie sono palazzi dalle fragili fondamenta.,4,5,2
4,Specialmente in America certe università sono portaerei che trasportano talenti.,4,5,2
4,Tutti sanno che le amicizie sono alberi che crescono con il tempo.,4,5,1
4,Se non curati con farmaci specifici certi malditesta sono trapani continui.,1,2,4
4,Nei paesi in via di sviluppo le economie sono bombe ad orologeria.,4,5,2
4,Nella memoria dei popoli le stragi sono cicatrici indelebili.,5,5,1
4,In certi momenti gli occhi sono oceani di profondità infinita.,4,5,2
4,Se negative certe amicizie sono virus che infettano il carattere dei giovani.,4,5,2
4,Nelle patologie psichiatriche le ossessioni sono gabbie che imprigionano.,4,5,2
4,Per alcune persone certi profumi sono chiavi per la porta della memoria.,4,5,2
4,Spesso nella vita le delusioni sono zavorre molto pesanti.,4,5,2
4,Nel mondo dello spettacolo certe conoscenze sono ascensori per il successo.,4,5,1
4,Per i soggetti depressi le crisi sono tunnel senza fine.,4,5,2
4,Nella vita le paure sono nodi che impediscono di andare avanti.,4,5,1
4,Nei momenti difficili le speranze sono stelle che illuminano l'anima.,4,5,1
4,Nelle società multietniche le lingue sono ponti tra le persone.,5,5,1
4,Nel caso di alcuni autori certi romanzi sono mappe che aiutano ad orientarsi nella vita.,4,5,1
4,Specialmente nelle relazioni sentimentali i torti sono crepe nell'anima.,4,5,2
4,Nel corso della vita le emozioni sono fulmini che sconvolgono la routine.,4,5,2
4,Quando c'è diffidenza i segreti sono muri tra le persone.,4,5,1
4,In politica e nel commercio certi discorsi sono fiumi che travolgono.,4,5,2
4,Nella società umana i rapporti sono corde che ci legano agli altri.,4,5,1
4,Senza il perdono i rancori sono tarli che divorano l'anima.,4,5,2
4,Negli animi fragili le tentazioni sono reti molto pericolose.,4,5,2
5,Dopo una cena a base di aglio gli aliti sono fogne insopportabili.,4,5,1
5,Nei processi importanti certi avvocati sono squali senza scrupoli.,4,5,1
5,Secondo l'opinione del generale quegli eserciti sono dighe insormontabili.,4,5,2
5,Quando il tempo stringe gli oratori sono treni ad altà velocità.,1,2,4
5,Nell'arrampicata ad alta quota gli scalatori sono scoiattoli molto agili.,1,2,4
5,A volte nell'educazione degli adolescenti gli schiaffi sono medicine efficaci.,2,4,4
5,Specialmente per le coste italiane gli uragani sono carrarmati devastanti.,1,1,5
5,Davanti ad una punizione certi bambini sono fontane inarrestabili.,4,5,2
5,Nel mondo della speculazione finanziaria i banchieri sono vampiri sempre assetati.,4,5,2
5,Nell'utilizzo di rasoi taglienti i barbieri sono chirurghi altamente specializzati.,1,2,4
5,Negli ambienti di lavoro spesso i colleghi sono zecche fastidiose.,4,5,1
5,All'occhio di un investigatore alle prime armi certi delitti sono rebus insolubili.,4,5,2
5,Alle finali olimpioniche di atletica i ginnasti sono grilli agilissimi.,1,1,4
5,In certi sport americani i giocatori sono elefanti dalla mole imponente.,1,1,4
5,Durante gli scandali nazionali i giornalisti sono avvoltoi senza morale.,4,5,2
5,Nella formazione culturale di ogni persona certi libri sono bussole di grande utilità.,4,5,1
5,Nell'educazione dei giovani certi maestri sono lanterne che illuminano la via.,4,5,1
5,Nelle campagne elettorali certi politici sono calamite per i voti.,4,5,1
5,Nei condomini del centro i portinai sono archivi pronti a spettegolare.,4,5,2
5,Specialmente per le materie umanistiche certi professori sono enciclopedie zeppe di conoscenze.,4,5,1
5,Dopo un grave lutto certi ricordi sono spine dolorose.,4,5,1
5,Nel combattimento corpo a corpo certi soldati sono leoni senza paura.,4,5,1
5,Dopo un anno di duro lavoro i viaggi sono terapie di sicura efficacia.,4,5,1
5,Secondo la giornalista di moda quelle acconciature sono cespugli incolti.,4,4,2
5,Durante la gara di formula uno le automobili sono frecce velocissime.,5,5,1
5,Alla prima dello spettacolo le ballerine sono farfalle molto aggraziate.,4,5,1
5,Per le ricerche di letteratura certe biblioteche sono miniere ricche di informazioni.,5,5,1
5,Per i faccendieri del tribunale le borse sono macigni traboccanti di documenti.,1,2,4
5,Per gli adolescenti amanti del rock certe canzoni sono droghe ipnotiche.,4,5,2
5,Per i bambini maltrattati le carezze sono balsami che curano il trauma.,4,5,2
5,Nell'ora del rientro dal lavoro le città sono giungle caotiche.,4,5,2
5,Nelle poesie dei poeti romantici le fanciulle sono rose delicate.,4,5,1
5,Quando si suda per la tensione le giacche sono forni di calore.,4,4,2
5,Nei bambini appena nati le guance sono pesche liscissime.,4,5,1
5,Alle sfilate di alta moda le indossatrici sono bambole di incantevole bellezza.,4,5,1
5,Con certi insegnanti dell'università le lezioni in classe sono sonniferi potentissimi.,4,5,1
5,Specialmente nei paesi del terzo mondo certe malattie sono cecchini senza pietà.,4,5,2
5,Per i distubi del sonno certe melodie sono camomille rilassanti.,4,5,2
5,Nelle situazioni di crisi economica certe notizie sono terremoti destabilizzanti.,4,5,2
5,Le tasche delle giacche dei nonni sono banche zeppe di monete.,1,1,5
5,Ai matrimoni tradizionali le torte sono montagne di panna e praline.,4,5,1
