annotator,metaphor,PHISICALITY_synthetic,IMAGEABILITY_synthetic
2,Certe acconciature sono cespugli,6,7
2,Certe fanciulle sono rose,4,6
2,Certe indossatrici sono bambole,5,6
2,Certi bimbetti sono colla,6,5
2,Alcuni venditori sono ortiche,1,2
2,Certi ladri sono gatti,4,2
2,Alcune suocere sono vipere,4,6
2,Alcuni atleti sono statue,4,7
2,Certi ginnasti sono burattini,4,6
2,Quelle ballerine sono libellule,3,4
2,Quelle bambine sono zuccherini,2,6
2,Quei chitarristi sono mitraglie,5,6
2,Certi impiegati sono zerbini,4,7
2,Alcuni neonati sono batuffoli,6,5
2,Alcuni cantanti sono usignoli,6,1
2,Certi pesisti sono ippopotami,5,4
2,Quei cuochi sono mongolfiere,6,4
2,Alcuni politici sono pavoni,3,5
2,Quei degenti sono mummie,5,6
2,Certi insegnanti sono ghiaccioli,4,3
2,Certi fruttivendoli sono megafoni,4,3
2,Alcuni amici sono ancore,4,6
2,Certi burocrati sono fossili,5,4
2,Alcuni anziani sono lumache,3,2
2,Certi corridori sono lepri,5,3
2,Quegli scolari sono uragani,2,4
2,Alcune segretarie sono agende,4,3
2,Certi leader sono fari,1,4
2,Certi scienziati sono lampi,3,1
2,Quegli eremiti sono lupi,6,7
2,Quelle spose sono nuvole,3,1
2,Certi nasi sono uncini,6,7
2,Quelle labbra sono canotti,5,4
2,Certi bicipiti sono sassi,5,6
3,Certi avvocati sono squali,3,6
3,Quegli scalatori sono scoiattoli,3,1
3,Alcuni bambini sono fontane,3,1
3,Certi banchieri sono vampiri,5,4
3,Alcuni colleghi sono zecche,3,4
3,Certi giornalisti sono avvoltoi,5,3
3,Alcuni professori sono enciclopedie,4,6
3,Quei poliziotti sono leoni,4,4
3,Certe acconciature sono cespugli,4,6
3,Certe fanciulle sono rose,6,7
3,Certe indossatrici sono bambole,2,4
3,Certi bimbetti sono colla,6,7
3,Alcuni venditori sono ortiche,5,2
3,Certi ladri sono gatti,6,1
3,Alcune suocere sono vipere,3,7
3,Alcuni atleti sono statue,6,7
3,Certi ginnasti sono burattini,4,3
3,Quelle ballerine sono libellule,2,4
3,Quelle bambine sono zuccherini,5,4
3,Quei chitarristi sono mitraglie,4,6
3,Certi impiegati sono zerbini,5,3
3,Alcuni neonati sono batuffoli,6,5
3,Alcuni cantanti sono usignoli,4,1
3,Certi pesisti sono ippopotami,3,5
3,Quei cuochi sono mongolfiere,6,3
3,Alcuni politici sono pavoni,6,7
3,Quei degenti sono mummie,3,5
3,Certi insegnanti sono ghiaccioli,4,3
3,Certi fruttivendoli sono megafoni,5,1
3,Alcuni amici sono ancore,3,2
3,Certi burocrati sono fossili,5,2
3,Alcuni anziani sono lumache,2,1
3,Certi corridori sono lepri,3,4
3,Quegli scolari sono uragani,3,5
3,Alcune segretarie sono agende,5,1
3,Certi leader sono fari,6,7
3,Certi scienziati sono lampi,4,1
3,Quegli eremiti sono lupi,5,4
3,Quelle spose sono nuvole,2,2
3,Certi nasi sono uncini,5,6
3,Quelle labbra sono canotti,4,5
3,Certi bicipiti sono sassi,6,7
4,Certi avvocati sono squali,4,5
4,Quegli scalatori sono scoiattoli,3,1
4,Alcuni bambini sono fontane,3,2
4,Certi banchieri sono vampiri,6,3
4,Alcuni colleghi sono zecche,5,3
4,Certi giornalisti sono avvoltoi,5,4
4,Alcuni professori sono enciclopedie,2,4
4,Quei poliziotti sono leoni,4,6
4,Certe acconciature sono cespugli,5,4
4,Certe fanciulle sono rose,6,7
4,Certe indossatrici sono bambole,5,6
4,Certi bimbetti sono colla,5,4
4,Alcuni venditori sono ortiche,4,1
4,Certi ladri sono gatti,3,1
4,Alcune suocere sono vipere,3,4
4,Alcuni atleti sono statue,5,6
4,Certi ginnasti sono burattini,4,3
4,Quelle ballerine sono libellule,5,2
4,Quelle bambine sono zuccherini,1,7
4,Quei chitarristi sono mitraglie,5,7
4,Certi impiegati sono zerbini,3,4
4,Alcuni neonati sono batuffoli,6,2
4,Alcuni cantanti sono usignoli,2,1
4,Certi pesisti sono ippopotami,3,6
4,Quei cuochi sono mongolfiere,3,2
4,Alcuni politici sono pavoni,4,5
4,Quei degenti sono mummie,5,7
4,Certi insegnanti sono ghiaccioli,3,4
4,Certi fruttivendoli sono megafoni,1,1
4,Alcuni amici sono ancore,1,1
4,Certi burocrati sono fossili,5,7
4,Alcuni anziani sono lumache,1,2
4,Certi corridori sono lepri,6,5
4,Quegli scolari sono uragani,3,2
4,Alcune segretarie sono agende,5,4
4,Certi leader sono fari,5,6
4,Certi scienziati sono lampi,5,2
4,Quegli eremiti sono lupi,5,6
4,Quelle spose sono nuvole,6,1
4,Certi nasi sono uncini,3,6
4,Quelle labbra sono canotti,3,6
4,Certi bicipiti sono sassi,2,7
5,Certi avvocati sono squali,5,5
5,Quegli scalatori sono scoiattoli,3,1
5,Alcuni bambini sono fontane,4,3
5,Certi banchieri sono vampiri,6,4
5,Alcuni colleghi sono zecche,6,4
5,Certi giornalisti sono avvoltoi,4,3
5,Alcuni professori sono enciclopedie,5,1
5,Quei poliziotti sono leoni,3,3
5,Certe acconciature sono cespugli,5,6
5,Certe fanciulle sono rose,2,6
5,Certe indossatrici sono bambole,6,7
5,Certi bimbetti sono colla,4,4
5,Alcuni venditori sono ortiche,2,1
5,Certi ladri sono gatti,2,1
5,Alcune suocere sono vipere,5,7
5,Alcuni atleti sono statue,6,7
5,Certi ginnasti sono burattini,6,7
5,Quelle ballerine sono libellule,4,2
5,Quelle bambine sono zuccherini,3,4
5,Quei chitarristi sono mitraglie,4,3
5,Certi impiegati sono zerbini,6,4
5,Alcuni neonati sono batuffoli,3,2
5,Alcuni cantanti sono usignoli,3,4
5,Certi pesisti sono ippopotami,4,6
5,Quei cuochi sono mongolfiere,3,4
5,Alcuni politici sono pavoni,5,7
5,Quei degenti sono mummie,4,6
5,Certi insegnanti sono ghiaccioli,6,4
5,Certi fruttivendoli sono megafoni,5,4
5,Alcuni amici sono ancore,3,2
5,Certi burocrati sono fossili,7,6
5,Alcuni anziani sono lumache,4,2
5,Certi corridori sono lepri,3,4
5,Quegli scolari sono uragani,6,2
5,Alcune segretarie sono agende,5,2
5,Certi leader sono fari,6,4
5,Certi scienziati sono lampi,3,2
5,Quegli eremiti sono lupi,4,7
5,Quelle spose sono nuvole,1,1
5,Certi nasi sono uncini,1,6
5,Quelle labbra sono canotti,6,2
5,Certi bicipiti sono sassi,4,4
6,Certi avvocati sono squali,3,4
6,Quegli scalatori sono scoiattoli,5,2
6,Alcuni bambini sono fontane,4,2
6,Certi banchieri sono vampiri,6,4
6,Alcuni colleghi sono zecche,6,3
6,Certi giornalisti sono avvoltoi,3,4
6,Alcuni professori sono enciclopedie,3,4
6,Quei poliziotti sono leoni,3,5
6,Certe acconciature sono cespugli,6,7
6,Certe fanciulle sono rose,5,6
6,Certe indossatrici sono bambole,4,6
6,Certi bimbetti sono colla,7,6
6,Alcuni venditori sono ortiche,2,4
6,Certi ladri sono gatti,1,4
6,Alcune suocere sono vipere,5,7
6,Alcuni atleti sono statue,2,6
6,Certi ginnasti sono burattini,5,6
6,Quelle ballerine sono libellule,5,5
6,Quelle bambine sono zuccherini,6,1
6,Quei chitarristi sono mitraglie,6,6
6,Certi impiegati sono zerbini,5,6
6,Alcuni neonati sono batuffoli,5,4
6,Alcuni cantanti sono usignoli,4,2
6,Certi pesisti sono ippopotami,3,5
6,Quei cuochi sono mongolfiere,6,1
6,Alcuni politici sono pavoni,6,5
6,Quei degenti sono mummie,3,4
6,Certi insegnanti sono ghiaccioli,6,2
6,Certi fruttivendoli sono megafoni,5,3
6,Alcuni amici sono ancore,6,2
6,Certi burocrati sono fossili,3,4
6,Alcuni anziani sono lumache,7,1
6,Certi corridori sono lepri,3,4
6,Quegli scolari sono uragani,5,3
6,Alcune segretarie sono agende,6,4
6,Certi leader sono fari,5,4
6,Certi scienziati sono lampi,4,1
6,Quegli eremiti sono lupi,4,7
6,Quelle spose sono nuvole,5,2
6,Certi nasi sono uncini,5,7
6,Quelle labbra sono canotti,5,6
6,Certi bicipiti sono sassi,4,7
7,Certi avvocati sono squali,5,6
7,Quegli scalatori sono scoiattoli,1,1
7,Alcuni bambini sono fontane,6,3
7,Certi banchieri sono vampiri,5,4
7,Alcuni colleghi sono zecche,6,3
7,Certi giornalisti sono avvoltoi,6,7
7,Alcuni professori sono enciclopedie,2,1
7,Quei poliziotti sono leoni,3,4
7,Certe acconciature sono cespugli,6,7
7,Certe fanciulle sono rose,6,7
7,Certe indossatrici sono bambole,4,6
7,Certi bimbetti sono colla,5,3
7,Alcuni venditori sono ortiche,1,5
7,Certi ladri sono gatti,1,1
7,Alcune suocere sono vipere,5,6
7,Alcuni atleti sono statue,5,6
7,Certi ginnasti sono burattini,2,4
7,Quelle ballerine sono libellule,5,3
7,Quelle bambine sono zuccherini,5,7
7,Quei chitarristi sono mitraglie,3,6
7,Certi impiegati sono zerbini,6,7
7,Alcuni neonati sono batuffoli,3,5
7,Alcuni cantanti sono usignoli,1,1
7,Certi pesisti sono ippopotami,5,4
7,Quei cuochi sono mongolfiere,6,7
7,Alcuni politici sono pavoni,3,6
7,Quei degenti sono mummie,6,7
7,Certi insegnanti sono ghiaccioli,6,4
7,Certi fruttivendoli sono megafoni,6,7
7,Alcuni amici sono ancore,3,2
7,Certi burocrati sono fossili,5,7
7,Alcuni anziani sono lumache,1,1
7,Certi corridori sono lepri,5,3
7,Quegli scolari sono uragani,5,2
7,Alcune segretarie sono agende,3,2
7,Certi leader sono fari,5,7
7,Certi scienziati sono lampi,5,2
7,Quegli eremiti sono lupi,1,5
7,Quelle spose sono nuvole,2,2
7,Certi nasi sono uncini,4,6
7,Quelle labbra sono canotti,7,4
7,Certi bicipiti sono sassi,7,7
8,Certi avvocati sono squali,6,4
8,Quegli scalatori sono scoiattoli,5,3
8,Alcuni bambini sono fontane,5,3
8,Certi banchieri sono vampiri,6,4
8,Alcuni colleghi sono zecche,4,5
8,Certi giornalisti sono avvoltoi,5,6
8,Alcuni professori sono enciclopedie,5,3
8,Quei poliziotti sono leoni,1,7
8,Certe acconciature sono cespugli,5,4
8,Certe fanciulle sono rose,3,5
8,Certe indossatrici sono bambole,3,4
8,Certi bimbetti sono colla,5,2
8,Alcuni venditori sono ortiche,4,2
8,Certi ladri sono gatti,1,2
8,Alcune suocere sono vipere,3,6
8,Alcuni atleti sono statue,6,7
8,Certi ginnasti sono burattini,6,4
8,Quelle ballerine sono libellule,6,7
8,Quelle bambine sono zuccherini,5,2
8,Quei chitarristi sono mitraglie,6,7
8,Certi impiegati sono zerbini,5,4
8,Alcuni neonati sono batuffoli,5,6
8,Alcuni cantanti sono usignoli,5,2
8,Certi pesisti sono ippopotami,5,3
8,Quei cuochi sono mongolfiere,3,5
8,Alcuni politici sono pavoni,3,6
8,Quei degenti sono mummie,4,6
8,Certi insegnanti sono ghiaccioli,6,4
8,Certi fruttivendoli sono megafoni,5,3
8,Alcuni amici sono ancore,3,1
8,Certi burocrati sono fossili,6,4
8,Alcuni anziani sono lumache,6,2
8,Certi corridori sono lepri,6,1
8,Quegli scolari sono uragani,5,2
8,Alcune segretarie sono agende,4,3
8,Certi leader sono fari,4,7
8,Certi scienziati sono lampi,3,1
8,Quegli eremiti sono lupi,7,2
8,Quelle spose sono nuvole,3,1
8,Certi nasi sono uncini,5,7
8,Quelle labbra sono canotti,4,4
8,Certi bicipiti sono sassi,5,7
9,Certi avvocati sono squali,3,6
9,Quegli scalatori sono scoiattoli,6,1
9,Alcuni bambini sono fontane,2,2
9,Certi banchieri sono vampiri,6,4
9,Alcuni colleghi sono zecche,5,2
9,Certi giornalisti sono avvoltoi,6,2
9,Alcuni professori sono enciclopedie,1,1
9,Quei poliziotti sono leoni,5,7
9,Certe acconciature sono cespugli,3,5
9,Certe fanciulle sono rose,6,4
9,Certe indossatrici sono bambole,6,7
9,Certi bimbetti sono colla,5,4
9,Alcuni venditori sono ortiche,3,2
9,Certi ladri sono gatti,6,2
9,Alcune suocere sono vipere,5,7
9,Alcuni atleti sono statue,3,4
9,Certi ginnasti sono burattini,5,4
9,Quelle ballerine sono libellule,3,6
9,Quelle bambine sono zuccherini,1,1
9,Quei chitarristi sono mitraglie,5,7
9,Certi impiegati sono zerbini,6,7
9,Alcuni neonati sono batuffoli,6,7
9,Alcuni cantanti sono usignoli,4,1
9,Certi pesisti sono ippopotami,3,4
9,Quei cuochi sono mongolfiere,3,4
9,Alcuni politici sono pavoni,1,4
9,Quei degenti sono mummie,4,7
9,Certi insegnanti sono ghiaccioli,6,2
9,Certi fruttivendoli sono megafoni,5,3
9,Alcuni amici sono ancore,1,2
9,Certi burocrati sono fossili,6,4
9,Alcuni anziani sono lumache,1,2
9,Certi corridori sono lepri,5,1
9,Quegli scolari sono uragani,5,4
9,Alcune segretarie sono agende,4,1
9,Certi leader sono fari,6,4
9,Certi scienziati sono lampi,5,2
9,Quegli eremiti sono lupi,5,3
9,Quelle spose sono nuvole,4,1
9,Certi nasi sono uncini,2,4
9,Quelle labbra sono canotti,6,7
9,Certi bicipiti sono sassi,5,7
10,Certi avvocati sono squali,3,5
10,Quegli scalatori sono scoiattoli,4,2
10,Alcuni bambini sono fontane,5,1
10,Certi banchieri sono vampiri,3,4
10,Alcuni colleghi sono zecche,3,4
10,Certi giornalisti sono avvoltoi,3,2
10,Alcuni professori sono enciclopedie,6,3
10,Quei poliziotti sono leoni,6,7
10,Certe acconciature sono cespugli,5,4
10,Certe fanciulle sono rose,4,5
10,Certe indossatrici sono bambole,3,4
10,Certi bimbetti sono colla,3,2
10,Alcuni venditori sono ortiche,7,6
10,Certi ladri sono gatti,1,1
10,Alcune suocere sono vipere,4,6
10,Alcuni atleti sono statue,4,6
10,Certi ginnasti sono burattini,4,2
10,Quelle ballerine sono libellule,1,4
10,Quelle bambine sono zuccherini,6,1
